t,y_t,true_h,h_mean,true_vol,vol,ess,loglik,scenario,sigma
0,-0.09910765,-4.185785,-4.614495,0.12332987,0.13464609,936.30,0.6886,Double Spike,50.0
1,-0.10291708,-4.284360,-4.646611,0.11739864,0.16119945,912.38,0.6139,Double Spike,50.0
2,0.04661882,-4.390266,-4.739123,0.11134373,0.17032024,902.90,1.2703,Double Spike,50.0
3,0.11024450,-4.449182,-4.677983,0.10811163,0.19219965,883.99,0.4776,Double Spike,50.0
4,0.11520672,-4.361774,-4.648348,0.11294131,0.20246226,881.63,0.4273,Double Spike,50.0
5,-0.18446358,-4.060138,-4.421804,0.13132645,0.20329067,776.59,-0.4083,Double Spike,50.0
6,-0.11872968,-4.146205,-4.434618,0.12579487,0.20864645,899.39,0.4540,Double Spike,50.0
7,-0.13349505,-4.585872,-4.358854,0.10096960,0.25554624,871.62,0.2644,Double Spike,50.0
8,-0.10015620,-4.440176,-4.372767,0.10859955,0.23597787,911.86,0.6552,Double Spike,50.0
9,-0.03007303,-4.703445,-4.527495,0.09520501,0.23651910,852.32,1.3534,Double Spike,50.0
10,-0.11578012,-4.625818,-4.521443,0.09897291,0.23918870,897.22,0.4624,Double Spike,50.0
11,0.11226017,-4.709608,-4.464598,0.09491213,0.24868694,898.04,0.5029,Double Spike,50.0
12,-0.17706119,-4.643691,-4.336933,0.09809241,0.25602734,807.01,-0.2557,Double Spike,50.0
13,-0.05428817,-4.743409,-4.447245,0.09332152,0.24547875,908.08,1.1346,Double Spike,50.0
14,-0.00781613,-4.953786,-4.575383,0.08400383,0.25700492,598.83,1.6158,Double Spike,50.0
15,0.13472305,-5.044333,-4.507583,0.08028550,0.25151119,861.35,0.2034,Double Spike,50.0
16,-0.04024524,-5.018061,-4.630313,0.08134706,0.22175157,886.98,1.2984,Double Spike,50.0
17,-0.07614046,-5.207438,-4.666950,0.07399788,0.20248102,901.75,0.9147,Double Spike,50.0
18,-0.03769454,-5.241184,-4.794923,0.07275978,0.20925833,877.58,1.3798,Double Spike,50.0
19,-0.04417018,-5.114034,-4.902462,0.07753570,0.20897639,885.81,1.3306,Double Spike,50.0
20,0.09237669,-4.970092,-4.932131,0.08332173,0.19175652,891.28,0.6749,Double Spike,50.0
21,0.02362125,-4.946140,-5.079549,0.08432559,0.19293749,859.13,1.6309,Double Spike,50.0
22,0.10735090,-5.037469,-4.956971,0.08056147,0.19164655,848.95,0.4046,Double Spike,50.0
23,0.14613740,-4.924484,-4.768758,0.08524361,0.20556471,790.10,-0.1018,Double Spike,50.0
24,0.04688729,-4.749596,-4.800411,0.09303330,0.21273097,895.63,1.2791,Double Spike,50.0
25,-0.02449859,-4.741557,-4.923380,0.09340800,0.20186545,843.05,1.5576,Double Spike,50.0
26,0.00800010,-4.787148,-5.058210,0.09130278,0.18824962,656.89,1.8450,Double Spike,50.0
27,0.14147821,-4.822298,-4.818140,0.08971215,0.18925445,774.75,-0.0811,Double Spike,50.0
28,-0.09259343,-4.875483,-4.788744,0.08735795,0.19915554,879.72,0.6815,Double Spike,50.0
29,-0.17947210,-5.027250,-4.542855,0.08097418,0.20530379,728.91,-0.4380,Double Spike,50.0
30,-0.01198751,-5.039840,-4.677140,0.08046603,0.22471374,721.96,1.5905,Double Spike,50.0
31,0.06115792,-4.925906,-4.752097,0.08518305,0.22190420,898.16,1.0954,Double Spike,50.0
32,0.06223828,-5.091450,-4.779705,0.07841619,0.21319425,896.37,1.0778,Double Spike,50.0
33,0.04438683,-5.218289,-4.850646,0.07359747,0.19498533,882.99,1.3052,Double Spike,50.0
34,-0.01388375,-5.370764,-4.998320,0.06819515,0.19398318,776.76,1.7186,Double Spike,50.0
35,0.05020953,-5.392570,-5.066461,0.06745566,0.21850291,898.51,1.2942,Double Spike,50.0
36,-0.14834781,-5.501503,-4.836336,0.06387983,0.22613296,748.64,-0.2141,Double Spike,50.0
37,0.04388966,-5.369536,-4.880618,0.06823703,0.19876048,905.54,1.3622,Double Spike,50.0
38,-0.08879923,-5.138257,-4.867240,0.07660230,0.16446304,904.79,0.7464,Double Spike,50.0
39,0.07546319,-4.943753,-4.914607,0.08442629,0.16623038,919.43,0.9485,Double Spike,50.0
40,0.12073909,-4.810393,-4.846216,0.09024777,0.15999490,856.45,0.2777,Double Spike,50.0
41,-0.16508897,-4.947026,-4.633773,0.08428822,0.19574991,791.45,-0.2223,Double Spike,50.0
42,-0.09048434,-4.826211,-4.572760,0.08953679,0.19538139,908.40,0.7558,Double Spike,50.0
43,-0.02954973,-5.006082,-4.668271,0.08183578,0.20493688,861.66,1.4090,Double Spike,50.0
44,-0.12118733,-5.069171,-4.605497,0.07929458,0.19991884,873.81,0.3567,Double Spike,50.0
45,0.00493986,-5.027517,-4.704788,0.08096335,0.20024513,514.75,1.7223,Double Spike,50.0
46,-0.05280783,-4.850138,-4.786994,0.08847201,0.19817813,896.92,1.2119,Double Spike,50.0
47,0.04868679,-4.766919,-4.809905,0.09223097,0.19929093,897.07,1.2724,Double Spike,50.0
48,-0.02176385,-4.911061,-4.919321,0.08581766,0.19508067,836.23,1.6098,Double Spike,50.0
49,0.01650100,-5.047990,-5.062255,0.08013882,0.19626778,806.25,1.7308,Double Spike,50.0
50,-0.55215544,-2.000000,-2.564714,0.36787945,0.47635910,727.06,-1.4497,Double Spike,50.0
51,-0.07190121,-2.310546,-2.575924,0.31497154,0.46549177,792.61,0.3136,Double Spike,50.0
52,-0.29115936,-2.472278,-2.525310,0.29050371,0.46806526,881.17,-0.4339,Double Spike,50.0
53,-0.17371266,-2.720666,-2.590392,0.25657526,0.47431064,912.50,0.0435,Double Spike,50.0
54,0.19541185,-2.900166,-2.695205,0.23455082,0.47880346,910.88,-0.0266,Double Spike,50.0
55,-0.19638832,-2.813325,-2.784349,0.24495949,0.42126107,909.27,-0.0256,Double Spike,50.0
56,-0.15833548,-3.070643,-2.922744,0.21538647,0.41750687,897.93,0.1508,Double Spike,50.0
57,0.00928602,-3.067465,-3.155572,0.21572900,0.40365240,464.06,0.9740,Double Spike,50.0
58,-0.03157527,-3.119815,-3.386073,0.21015552,0.36141291,765.11,0.8847,Double Spike,50.0
59,-0.04524499,-2.905942,-3.575732,0.23387444,0.32918698,825.07,0.8681,Double Spike,50.0
60,-0.28628507,-2.888326,-3.377589,0.23594344,0.34278995,786.93,-0.7315,Double Spike,50.0
61,-0.17312576,-2.903351,-3.380311,0.23417765,0.32631731,900.67,0.0947,Double Spike,50.0
62,-0.68185693,-3.042818,-2.399710,0.21840394,0.46251044,637.28,-2.0491,Double Spike,50.0
63,-0.26521775,-3.197887,-2.394866,0.20210992,0.47303197,910.17,-0.3066,Double Spike,50.0
64,-0.23110947,-3.198051,-2.479187,0.20209339,0.48942775,897.57,-0.2083,Double Spike,50.0
65,-0.04632763,-3.170769,-2.705390,0.20486896,0.42943537,775.97,0.5364,Double Spike,50.0
66,0.14937848,-3.162061,-2.835080,0.20576295,0.40170950,897.91,0.1700,Double Spike,50.0
67,0.11131237,-3.082379,-2.950286,0.21412621,0.39604557,895.26,0.3748,Double Spike,50.0
68,-0.08648565,-3.216543,-3.141248,0.20023340,0.38842711,886.74,0.5416,Double Spike,50.0
69,-0.08971878,-3.096767,-3.285653,0.21259135,0.35904041,886.67,0.5569,Double Spike,50.0
70,0.13134554,-3.101907,-3.382917,0.21204571,0.31559968,905.23,0.3536,Double Spike,50.0
71,-0.07879832,-3.039440,-3.491520,0.21877311,0.33133608,885.30,0.6857,Double Spike,50.0
72,-0.20016940,-3.126690,-3.475294,0.20943435,0.34358776,871.26,-0.1465,Double Spike,50.0
73,-0.08424199,-3.430374,-3.582340,0.17993008,0.32319796,894.18,0.6878,Double Spike,50.0
74,-0.28027332,-3.486384,-3.423985,0.17496106,0.33206928,785.46,-0.7627,Double Spike,50.0
75,0.14523646,-3.707500,-3.489070,0.15664859,0.32078299,900.36,0.2691,Double Spike,50.0
76,-0.11589116,-3.488800,-3.560145,0.17474981,0.29985979,898.70,0.4681,Double Spike,50.0
77,-0.29729855,-3.405929,-3.364671,0.18214279,0.30680826,765.56,-0.8501,Double Spike,50.0
78,0.03165188,-3.542634,-3.513627,0.17010877,0.28824744,814.86,0.9472,Double Spike,50.0
79,-0.08678963,-3.587840,-3.638898,0.16630700,0.26912066,911.36,0.6901,Double Spike,50.0
80,0.24084863,-3.885018,-3.528532,0.14334385,0.28026995,828.61,-0.4596,Double Spike,50.0
81,0.02803814,-4.121971,-3.691392,0.12732841,0.28307456,807.48,1.0200,Double Spike,50.0
82,0.09573833,-4.168255,-3.791837,0.12441561,0.27619007,905.94,0.6479,Double Spike,50.0
83,-0.00772333,-4.037938,-3.958881,0.13279229,0.31159961,481.24,1.3711,Double Spike,50.0
84,0.00442767,-3.912377,-4.158412,0.14139631,0.29893875,381.30,1.5367,Double Spike,50.0
85,0.11611567,-3.978856,-4.192747,0.13677365,0.28265476,883.23,0.4642,Double Spike,50.0
86,0.15927874,-3.907085,-4.093432,0.14177096,0.28613997,856.95,0.0328,Double Spike,50.0
87,0.10669638,-3.768559,-4.137683,0.15193850,0.28152487,909.96,0.5927,Double Spike,50.0
88,-0.12892054,-3.883964,-4.165771,0.14341944,0.27254763,904.62,0.3891,Double Spike,50.0
89,-0.16772145,-3.846932,-4.053745,0.14609967,0.27097625,867.28,-0.0111,Double Spike,50.0
90,0.05533997,-3.688331,-4.133962,0.15815727,0.25673586,898.61,1.0432,Double Spike,50.0
91,0.04019123,-3.660865,-4.245648,0.16034424,0.24965852,870.85,1.1910,Double Spike,50.0
92,0.11461014,-3.565751,-4.282209,0.16815396,0.27152050,910.96,0.5165,Double Spike,50.0
93,-0.23632993,-3.417454,-4.052150,0.18109614,0.28195915,719.44,-0.7578,Double Spike,50.0
94,0.24819933,-3.218208,-3.819562,0.20006679,0.28416848,772.32,-0.6632,Double Spike,50.0
95,-0.09961326,-2.841600,-3.851624,0.24152073,0.27698866,913.28,0.6286,Double Spike,50.0
96,-0.07366748,-2.843317,-3.944798,0.24131346,0.27604726,911.26,0.8414,Double Spike,50.0
97,0.00484391,-3.011606,-4.093534,0.22183912,0.24619633,482.86,1.4089,Double Spike,50.0
98,-0.10216791,-3.164630,-4.189453,0.20549880,0.27205661,915.05,0.6528,Double Spike,50.0
99,-0.25108260,-3.209298,-3.937300,0.20096004,0.28319734,730.91,-0.8183,Double Spike,50.0
100,0.06117165,-3.048116,-4.034559,0.21782613,0.27703500,904.37,0.9601,Double Spike,50.0
101,-0.85811704,-2.000000,-1.858610,0.36787945,0.59277552,708.14,-1.9774,Double Spike,50.0
